Allocate | Qureg[0]
CX | ( Qureg[6], Qureg[7] )
H | Qureg[11]
H | Qureg[10]
Rx(10.995574287564) | Qureg[7]
H | Qureg[6]
H | Qureg[6]
H | Qureg[7]
H | Qureg[10]
Rx(1.570796326795) | Qureg[11]
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
Rz(0.030504791545) | Qureg[11]
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[7], Qureg[10] )
CX | ( Qureg[6], Qureg[7] )
Rx(10.995574287564) | Qureg[11]
H | Qureg[10]
H | Qureg[7]
H | Qureg[6]
Rx(1.570796326795) | Qureg[7]
H | Qureg[11]
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
Rz(12.54139010946) | Qureg[11]
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
H | Qureg[11]
Rx(10.995574287564) | Qureg[7]
H | Qureg[7]
Rx(1.570796326795) | Qureg[11]
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
Rz(0.024980504899) | Qureg[11]
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
Rx(10.995574287564) | Qureg[11]
H | Qureg[7]
Rx(1.570796326795) | Qureg[8]
Rx(1.570796326795) | Qureg[9]
Rx(1.570796326795) | Qureg[10]
H | Qureg[11]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
Rz(12.559017918086) | Qureg[11]
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
H | Qureg[11]
Rx(10.995574287564) | Qureg[10]
Rx(10.995574287564) | Qureg[9]
Rx(10.995574287564) | Qureg[8]
Rx(1.570796326795) | Qureg[8]
H | Qureg[9]
Rx(1.570796326795) | Qureg[10]
Rx(1.570796326795) | Qureg[11]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
Rz(0.007352696273) | Qureg[11]
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
Rx(10.995574287564) | Qureg[11]
Rx(10.995574287564) | Qureg[10]
H | Qureg[9]
Rx(10.995574287564) | Qureg[8]
H | Qureg[8]
H | Qureg[9]
Rx(1.570796326795) | Qureg[10]
H | Qureg[11]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
Rz(0.007352696273) | Qureg[11]
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
H | Qureg[11]
Rx(10.995574287564) | Qureg[10]
H | Qureg[9]
H | Qureg[8]
H | Qureg[8]
Rx(1.570796326795) | Qureg[9]
Rx(1.570796326795) | Qureg[10]
Rx(1.570796326795) | Qureg[11]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
Rz(0.007352696273) | Qureg[11]
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
Rx(10.995574287564) | Qureg[11]
Rx(10.995574287564) | Qureg[10]
Rx(10.995574287564) | Qureg[9]
H | Qureg[8]
Rx(1.570796326795) | Qureg[8]
H | Qureg[9]
H | Qureg[10]
H | Qureg[11]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
Rz(12.559017918086) | Qureg[11]
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
H | Qureg[11]
H | Qureg[10]
H | Qureg[9]
Rx(10.995574287564) | Qureg[8]
Rx(1.570796326795) | Qureg[8]
Rx(1.570796326795) | Qureg[9]
H | Qureg[10]
Rx(1.570796326795) | Qureg[11]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
Rz(12.559017918086) | Qureg[11]
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
Rx(10.995574287564) | Qureg[11]
H | Qureg[10]
Rx(10.995574287564) | Qureg[9]
Rx(10.995574287564) | Qureg[8]
H | Qureg[8]
Rx(1.570796326795) | Qureg[9]
H | Qureg[10]
H | Qureg[11]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
Rz(12.559017918086) | Qureg[11]
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
H | Qureg[11]
H | Qureg[10]
Rx(10.995574287564) | Qureg[9]
H | Qureg[8]
H | Qureg[8]
H | Qureg[9]
H | Qureg[10]
Rx(1.570796326795) | Qureg[11]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
Rz(0.007352696273) | Qureg[11]
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
Rx(10.995574287564) | Qureg[11]
H | Qureg[10]
H | Qureg[9]
H | Qureg[8]
Rx(1.570796326795) | Qureg[0]
H | Qureg[12]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(3.2756085e-05) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[12]
Rx(10.995574287564) | Qureg[0]
H | Qureg[0]
Rx(1.570796326795) | Qureg[12]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(12.566337858274) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[12]
H | Qureg[0]
Rx(1.570796326795) | Qureg[0]
Rx(1.570796326795) | Qureg[1]
Rx(1.570796326795) | Qureg[12]
H | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.566287450439) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[12]
Rx(10.995574287564) | Qureg[1]
Rx(10.995574287564) | Qureg[0]
Rx(1.570796326795) | Qureg[0]
H | Qureg[1]
Rx(1.570796326795) | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(8.3163921e-05) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[13]
Rx(10.995574287564) | Qureg[12]
H | Qureg[1]
Rx(10.995574287564) | Qureg[0]
H | Qureg[0]
H | Qureg[1]
Rx(1.570796326795) | Qureg[12]
H | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(8.3163921e-05) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[12]
H | Qureg[1]
H | Qureg[0]
H | Qureg[0]
Rx(1.570796326795) | Qureg[1]
Rx(1.570796326795) | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(8.3163921e-05) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[13]
Rx(10.995574287564) | Qureg[12]
Rx(10.995574287564) | Qureg[1]
H | Qureg[0]
Rx(1.570796326795) | Qureg[0]
H | Qureg[1]
H | Qureg[12]
H | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.566287450439) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[13]
H | Qureg[12]
H | Qureg[1]
Rx(10.995574287564) | Qureg[0]
Rx(1.570796326795) | Qureg[0]
Rx(1.570796326795) | Qureg[1]
H | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.566287450439) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[12]
Rx(10.995574287564) | Qureg[1]
Rx(10.995574287564) | Qureg[0]
H | Qureg[0]
Rx(1.570796326795) | Qureg[1]
H | Qureg[12]
H | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.566287450439) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[13]
H | Qureg[12]
Rx(10.995574287564) | Qureg[1]
H | Qureg[0]
H | Qureg[0]
H | Qureg[1]
H | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(8.3163921e-05) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[1], Qureg[12] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[12]
H | Qureg[1]
H | Qureg[0]
Rx(1.570796326795) | Qureg[1]
H | Qureg[13]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(3.2756085e-05) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[1]
H | Qureg[1]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.566337858274) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[1]
Rx(1.570796326795) | Qureg[2]
H | Qureg[12]
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(12.564030409644) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[2], Qureg[3] )
H | Qureg[12]
Rx(10.995574287564) | Qureg[2]
H | Qureg[2]
Rx(1.570796326795) | Qureg[12]
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(0.002340204715) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[2], Qureg[3] )
Rx(10.995574287564) | Qureg[12]
H | Qureg[2]
Rx(1.570796326795) | Qureg[2]
Rx(1.570796326795) | Qureg[3]
Rx(1.570796326795) | Qureg[12]
H | Qureg[13]
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.561294256526) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[2], Qureg[3] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[12]
Rx(10.995574287564) | Qureg[3]
Rx(10.995574287564) | Qureg[2]
Rx(1.570796326795) | Qureg[2]
H | Qureg[3]
Rx(1.570796326795) | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.005076357833) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[2], Qureg[3] )
Rx(10.995574287564) | Qureg[13]
Rx(10.995574287564) | Qureg[12]
H | Qureg[3]
Rx(10.995574287564) | Qureg[2]
H | Qureg[2]
H | Qureg[3]
Rx(1.570796326795) | Qureg[12]
H | Qureg[13]
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.005076357833) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[2], Qureg[3] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[12]
H | Qureg[3]
H | Qureg[2]
H | Qureg[2]
Rx(1.570796326795) | Qureg[3]
Rx(1.570796326795) | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.005076357833) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[2], Qureg[3] )
Rx(10.995574287564) | Qureg[13]
Rx(10.995574287564) | Qureg[12]
Rx(10.995574287564) | Qureg[3]
H | Qureg[2]
Rx(1.570796326795) | Qureg[2]
H | Qureg[3]
H | Qureg[12]
H | Qureg[13]
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.561294256526) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[2], Qureg[3] )
H | Qureg[13]
H | Qureg[12]
H | Qureg[3]
Rx(10.995574287564) | Qureg[2]
Rx(1.570796326795) | Qureg[2]
Rx(1.570796326795) | Qureg[3]
H | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.561294256526) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[2], Qureg[3] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[12]
Rx(10.995574287564) | Qureg[3]
Rx(10.995574287564) | Qureg[2]
H | Qureg[2]
Rx(1.570796326795) | Qureg[3]
H | Qureg[12]
H | Qureg[13]
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.561294256526) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[2], Qureg[3] )
H | Qureg[13]
H | Qureg[12]
Rx(10.995574287564) | Qureg[3]
H | Qureg[2]
H | Qureg[2]
H | Qureg[3]
H | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.005076357833) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[3], Qureg[12] )
CX | ( Qureg[2], Qureg[3] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[12]
H | Qureg[3]
H | Qureg[2]
Rx(1.570796326795) | Qureg[3]
H | Qureg[13]
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.564030409644) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[3], Qureg[4] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[3]
H | Qureg[3]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[3], Qureg[4] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.002340204715) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[3], Qureg[4] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[3]
Rx(1.570796326795) | Qureg[4]
H | Qureg[12]
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(12.566315188578) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[4], Qureg[5] )
H | Qureg[12]
Rx(10.995574287564) | Qureg[4]
H | Qureg[4]
Rx(1.570796326795) | Qureg[12]
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(5.5425781e-05) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[5], Qureg[6] )
CX | ( Qureg[4], Qureg[5] )
Rx(10.995574287564) | Qureg[12]
H | Qureg[4]
Rx(1.570796326795) | Qureg[4]
Rx(1.570796326795) | Qureg[5]
Rx(1.570796326795) | Qureg[12]
H | Qureg[13]
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.548274780559) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[5], Qureg[12] )
CX | ( Qureg[4], Qureg[5] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[12]
Rx(10.995574287564) | Qureg[5]
Rx(10.995574287564) | Qureg[4]
Rx(1.570796326795) | Qureg[4]
H | Qureg[5]
Rx(1.570796326795) | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.018095833801) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[5], Qureg[12] )
CX | ( Qureg[4], Qureg[5] )
Rx(10.995574287564) | Qureg[13]
Rx(10.995574287564) | Qureg[12]
H | Qureg[5]
Rx(10.995574287564) | Qureg[4]
H | Qureg[4]
H | Qureg[5]
Rx(1.570796326795) | Qureg[12]
H | Qureg[13]
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.018095833801) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[5], Qureg[12] )
CX | ( Qureg[4], Qureg[5] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[12]
H | Qureg[5]
H | Qureg[4]
H | Qureg[4]
Rx(1.570796326795) | Qureg[5]
Rx(1.570796326795) | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.018095833801) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[5], Qureg[12] )
CX | ( Qureg[4], Qureg[5] )
Rx(10.995574287564) | Qureg[13]
Rx(10.995574287564) | Qureg[12]
Rx(10.995574287564) | Qureg[5]
H | Qureg[4]
Rx(1.570796326795) | Qureg[4]
H | Qureg[5]
H | Qureg[12]
H | Qureg[13]
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.548274780559) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[5], Qureg[12] )
CX | ( Qureg[4], Qureg[5] )
H | Qureg[13]
H | Qureg[12]
H | Qureg[5]
Rx(10.995574287564) | Qureg[4]
Rx(1.570796326795) | Qureg[4]
Rx(1.570796326795) | Qureg[5]
H | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[4], Qureg[5] )
CX | ( Qureg[5], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.548274780559) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[5], Qureg[12] )
CX | ( Qureg[4], Qureg[5] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[12]
